Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Gender,Exam_Score
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,95
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,85
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,94
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,93
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,93
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,82
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,77
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,92
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
