Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Gender,Exam_Score
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,86
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,96
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,57
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,99
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,76
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,78
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,58
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,60
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,75
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,82
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,84
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,74
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,64
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,61
,,,,,,,,,,,,,,,,69
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,63
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,67
,,,,,,,,,,,,,,,,72
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,73
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,70
,,,,,,,,,,,,,,,,68
,,,,,,,,,,,,,,,,62
,,,,,,,,,,,,,,,,66
,,,,,,,,,,,,,,,,65
,,,,,,,,,,,,,,,,71
,,,,,,,,,,,,,,,,61
